"","Address","Zip","Price","Area","Room","Lon","Lat"
"903","Lauriergracht 89, Amsterdam","1016 RJ",1300000,139,5,4.879252,52.370823
"904","Faas Wilkesstraat 357, Amsterdam","1095 MD",540000,94,3,4.969506,52.372583
"905","Praterlaan 8, Amsterdam","1098 WR",475000,96,4,4.952066,52.344595
"906","Langswater 576, Amsterdam","1069 EE",245000,61,3,4.788481,52.357145
"907","Buiksloterweg 99, Amsterdam","1031 CJ",1250000,180,9,4.914882,52.388128
"908","Geldersekade 37 II, Amsterdam","1011 EJ",695000,96,3,4.902359,52.37536
"909","Quashibastraat, Amsterdam","1087 VS",348738,79,4,5.0165552,52.3505131
"910","Quashibastraat, Amsterdam","1087 VS",348738,79,4,5.0165552,52.3505131
"911","Valeriusstraat 193, Amsterdam","1075 EW",1698000,205,5,4.860637,52.351894
"912","Tussen Meer 230, Amsterdam","1069 DW",275000,84,4,4.790574,52.356342
"913","Willem Kraanstraat 38, Amsterdam","1063 MG",375000,118,4,4.82399,52.380639
"914","Bastenakenstraat 122, Amsterdam","1066 JG",675000,129,4,4.819965,52.343878
"915","Hagedoornplein 24, Amsterdam","1031 BV",849000,111,5,4.91369,52.38816
"916","Bos en Lommerweg 356, Amsterdam","1061 DJ",539000,108,4,4.838534,52.379072
"917","Eerste Looiersdwarsstraat 10 B, Amsterdam","1016 VM",525000,59,4,4.880977,52.368961
"918","Kromme Waal 18, Amsterdam","1011 BS",1500000,194,9,4.902614,52.374848
"919","Ringdijk, Amsterdam","1097 AE",295000,41,1,4.927757,52.354173
"920","Ringdijk, Amsterdam","1097 AE",750000,117,1,4.927757,52.354173
"921","Kleine Beerstraat 31, Amsterdam","1033 CP",350000,72,3,4.890612,52.414587
"922","Stuyvesantstraat 33 II, Amsterdam","1058 AK",350000,51,3,4.856935,52.363256
"923","John Blankensteinstraat 51, Amsterdam","1095 MB",599000,113,4,4.965731,52.375268
"924","S. F. van Ossstraat 334, Amsterdam","1068 JS",3e+05,79,4,4.810678,52.355493
